,Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Sex,Deaths,admissions,Age Group,Addicts(Age Group),Therapy_Cost,Real_Households_Income,Household_Expenditure_Tobacco
26608,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,1800.0,25-34,27,57520,192.5,15879.0
26609,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,5024.0,25-34,27,57520,192.5,15879.0
26610,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,1400.0,25-34,27,57520,192.5,15879.0
26611,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,2942.0,25-34,27,57520,192.5,15879.0
26612,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,400.0,25-34,27,57520,192.5,15879.0
26614,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,11800.0,25-34,27,57520,192.5,15879.0
26615,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,11875.0,25-34,27,57520,192.5,15879.0
26616,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,6300.0,25-34,27,57520,192.5,15879.0
26617,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,11620.0,25-34,27,57520,192.5,15879.0
26618,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,5500.0,25-34,27,57520,192.5,15879.0
26644,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Any,7.244941546337007,17600.0,25-34,27,57520,192.5,15879.0
26646,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Any,7.244941546337007,8800.0,25-34,27,57520,192.5,15879.0
26648,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Any,7.244941546337007,8800.0,25-34,27,57520,192.5,15879.0
26655,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,17415.0,25-34,27,57520,192.5,15879.0
26656,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,11700.0,25-34,27,57520,192.5,15879.0
26657,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,12464.0,25-34,27,57520,192.5,15879.0
26658,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,9200.0,25-34,27,57520,192.5,15879.0
26659,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,4951.0,25-34,27,57520,192.5,15879.0
26660,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,2500.0,25-34,27,57520,192.5,15879.0
26661,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,4666.0,25-34,27,57520,192.5,15879.0
26662,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,3800.0,25-34,27,57520,192.5,15879.0
26663,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,3910.0,25-34,27,57520,192.5,15879.0
26664,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,3200.0,25-34,27,57520,192.5,15879.0
26665,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,756.0,25-34,27,57520,192.5,15879.0
26666,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,600.0,25-34,27,57520,192.5,15879.0
26668,2008,C15,Oesophagus,Cancers which can be caused by smoking,Any,8.31898612539206,22400.0,25-34,27,57520,192.5,15879.0
26670,2008,C15,Oesophagus,Cancers which can be caused by smoking,Any,8.31898612539206,16800.0,25-34,27,57520,192.5,15879.0
26671,2008,C15,Oesophagus,Cancers which can be caused by smoking,Any,8.31898612539206,9036.0,25-34,27,57520,192.5,15879.0
26672,2008,C15,Oesophagus,Cancers which can be caused by smoking,Any,8.31898612539206,5600.0,25-34,27,57520,192.5,15879.0
26683,2008,C67,Bladder,Cancers which can be caused by smoking,Any,7.438971592395862,19678.0,25-34,27,57520,192.5,15879.0
26684,2008,C67,Bladder,Cancers which can be caused by smoking,Any,7.438971592395862,6000.0,25-34,27,57520,192.5,15879.0
26685,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,6.68586094706836,12943.0,25-34,27,57520,192.5,15879.0
26686,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,6.68586094706836,3400.0,25-34,27,57520,192.5,15879.0
26687,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,6.68586094706836,8424.0,25-34,27,57520,192.5,15879.0
26688,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,6.68586094706836,3000.0,25-34,27,57520,192.5,15879.0
26689,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,6.68586094706836,4519.0,25-34,27,57520,192.5,15879.0
26690,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,6.68586094706836,400.0,25-34,27,57520,192.5,15879.0
26691,2008,C16,Stomach,Cancers which can be caused by smoking,Any,6.803505257608338,21844.0,25-34,27,57520,192.5,15879.0
26692,2008,C16,Stomach,Cancers which can be caused by smoking,Any,6.803505257608338,4900.0,25-34,27,57520,192.5,15879.0
26693,2008,C16,Stomach,Cancers which can be caused by smoking,Any,6.803505257608338,15643.0,25-34,27,57520,192.5,15879.0
26694,2008,C16,Stomach,Cancers which can be caused by smoking,Any,6.803505257608338,4100.0,25-34,27,57520,192.5,15879.0
26695,2008,C16,Stomach,Cancers which can be caused by smoking,Any,6.803505257608338,6201.0,25-34,27,57520,192.5,15879.0
26696,2008,C16,Stomach,Cancers which can be caused by smoking,Any,6.803505257608338,800.0,25-34,27,57520,192.5,15879.0
26697,2008,C25,Pancreas,Cancers which can be caused by smoking,Any,7.3783837129967145,22308.0,25-34,27,57520,192.5,15879.0
26698,2008,C25,Pancreas,Cancers which can be caused by smoking,Any,7.3783837129967145,5600.0,25-34,27,57520,192.5,15879.0
26699,2008,C25,Pancreas,Cancers which can be caused by smoking,Any,7.3783837129967145,11237.0,25-34,27,57520,192.5,15879.0
26700,2008,C25,Pancreas,Cancers which can be caused by smoking,Any,7.3783837129967145,2600.0,25-34,27,57520,192.5,15879.0
26701,2008,C25,Pancreas,Cancers which can be caused by smoking,Any,7.3783837129967145,11071.0,25-34,27,57520,192.5,15879.0
26702,2008,C25,Pancreas,Cancers which can be caused by smoking,Any,7.3783837129967145,2900.0,25-34,27,57520,192.5,15879.0
26703,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Any,8.101980731853192,11588.0,25-34,27,57520,192.5,15879.0
26704,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Any,8.101980731853192,4200.0,25-34,27,57520,192.5,15879.0
26705,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Any,8.101980731853192,4996.0,25-34,27,57520,192.5,15879.0
26706,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Any,8.101980731853192,2700.0,25-34,27,57520,192.5,15879.0
26707,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Any,8.101980731853192,6592.0,25-34,27,57520,192.5,15879.0
26708,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Any,8.101980731853192,1500.0,25-34,27,57520,192.5,15879.0
26715,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.00397413672268,6279.0,25-34,27,57520,192.5,15879.0
26716,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.00397413672268,5400.0,25-34,27,57520,192.5,15879.0
26717,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.00397413672268,3383.0,25-34,27,57520,192.5,15879.0
26718,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.00397413672268,3000.0,25-34,27,57520,192.5,15879.0
26719,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.00397413672268,2896.0,25-34,27,57520,192.5,15879.0
26720,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.00397413672268,2400.0,25-34,27,57520,192.5,15879.0
26738,2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Any,8.101980731853192,12100.0,25-34,27,57520,192.5,15879.0
26746,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,6.2166061010848646,7400.0,25-34,27,57520,192.5,15879.0
26748,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,6.2166061010848646,4200.0,25-34,27,57520,192.5,15879.0
26749,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,6.2166061010848646,16803.0,25-34,27,57520,192.5,15879.0
26750,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,6.2166061010848646,3200.0,25-34,27,57520,192.5,15879.0
26752,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Any,8.160803920954665,15300.0,25-34,27,57520,192.5,15879.0
26754,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Any,8.160803920954665,8600.0,25-34,27,57520,192.5,15879.0
26756,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Any,8.160803920954665,6700.0,25-34,27,57520,192.5,15879.0
26757,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.343077871169383,12079.0,25-34,27,57520,192.5,15879.0
26758,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.343077871169383,7500.0,25-34,27,57520,192.5,15879.0
26759,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.343077871169383,9266.0,25-34,27,57520,192.5,15879.0
26760,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.343077871169383,5900.0,25-34,27,57520,192.5,15879.0
26761,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.343077871169383,2813.0,25-34,27,57520,192.5,15879.0
26762,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.343077871169383,1600.0,25-34,27,57520,192.5,15879.0
26770,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.244941546337007,11800.0,25-34,27,57520,192.5,15879.0
26771,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.244941546337007,11875.0,25-34,27,57520,192.5,15879.0
26772,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.244941546337007,6300.0,25-34,27,57520,192.5,15879.0
26773,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.244941546337007,11620.0,25-34,27,57520,192.5,15879.0
26774,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.244941546337007,5500.0,25-34,27,57520,192.5,15879.0
26814,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.949856455000773,17415.0,25-34,30,57520,192.5,15879.0
26815,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.949856455000773,11700.0,25-34,30,57520,192.5,15879.0
26816,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.949856455000773,12464.0,25-34,30,57520,192.5,15879.0
26817,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.949856455000773,9200.0,25-34,30,57520,192.5,15879.0
26818,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.949856455000773,4951.0,25-34,30,57520,192.5,15879.0
26819,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.949856455000773,2500.0,25-34,30,57520,192.5,15879.0
26820,2008,C32,Larynx,Cancers which can be caused by smoking,Male,6.295266001439646,4666.0,25-34,30,57520,192.5,15879.0
26821,2008,C32,Larynx,Cancers which can be caused by smoking,Male,6.295266001439646,3800.0,25-34,30,57520,192.5,15879.0
26822,2008,C32,Larynx,Cancers which can be caused by smoking,Male,6.295266001439646,3910.0,25-34,30,57520,192.5,15879.0
26823,2008,C32,Larynx,Cancers which can be caused by smoking,Male,6.295266001439646,3200.0,25-34,30,57520,192.5,15879.0
26824,2008,C32,Larynx,Cancers which can be caused by smoking,Male,6.295266001439646,756.0,25-34,30,57520,192.5,15879.0
26825,2008,C32,Larynx,Cancers which can be caused by smoking,Male,6.295266001439646,600.0,25-34,30,57520,192.5,15879.0
26827,2008,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.31238059678675,22400.0,25-34,30,57520,192.5,15879.0
26829,2008,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.31238059678675,16800.0,25-34,30,57520,192.5,15879.0
26830,2008,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.31238059678675,9036.0,25-34,30,57520,192.5,15879.0
26831,2008,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.31238059678675,5600.0,25-34,30,57520,192.5,15879.0
26842,2008,C67,Bladder,Cancers which can be caused by smoking,Male,7.918992488165245,19678.0,25-34,30,57520,192.5,15879.0
26843,2008,C67,Bladder,Cancers which can be caused by smoking,Male,7.918992488165245,6000.0,25-34,30,57520,192.5,15879.0
26844,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.534228326274089,12943.0,25-34,30,57520,192.5,15879.0
26845,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.534228326274089,3400.0,25-34,30,57520,192.5,15879.0
26846,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.534228326274089,8424.0,25-34,30,57520,192.5,15879.0
26847,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.534228326274089,3000.0,25-34,30,57520,192.5,15879.0
26848,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.534228326274089,4519.0,25-34,30,57520,192.5,15879.0
26849,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.534228326274089,400.0,25-34,30,57520,192.5,15879.0
26850,2008,C16,Stomach,Cancers which can be caused by smoking,Male,7.873978379604501,21844.0,25-34,30,57520,192.5,15879.0
26851,2008,C16,Stomach,Cancers which can be caused by smoking,Male,7.873978379604501,4900.0,25-34,30,57520,192.5,15879.0
26852,2008,C16,Stomach,Cancers which can be caused by smoking,Male,7.873978379604501,15643.0,25-34,30,57520,192.5,15879.0
26853,2008,C16,Stomach,Cancers which can be caused by smoking,Male,7.873978379604501,4100.0,25-34,30,57520,192.5,15879.0
26854,2008,C16,Stomach,Cancers which can be caused by smoking,Male,7.873978379604501,6201.0,25-34,30,57520,192.5,15879.0
26855,2008,C16,Stomach,Cancers which can be caused by smoking,Male,7.873978379604501,800.0,25-34,30,57520,192.5,15879.0
26856,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,8.06117135969092,22308.0,25-34,30,57520,192.5,15879.0
26857,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,8.06117135969092,5600.0,25-34,30,57520,192.5,15879.0
26858,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,8.06117135969092,11237.0,25-34,30,57520,192.5,15879.0
26859,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,8.06117135969092,2600.0,25-34,30,57520,192.5,15879.0
26860,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,8.06117135969092,11071.0,25-34,30,57520,192.5,15879.0
26861,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,8.06117135969092,2900.0,25-34,30,57520,192.5,15879.0
26862,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.318254328798846,11588.0,25-34,30,57520,192.5,15879.0
26863,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.318254328798846,4200.0,25-34,30,57520,192.5,15879.0
26864,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.318254328798846,4996.0,25-34,30,57520,192.5,15879.0
26865,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.318254328798846,2700.0,25-34,30,57520,192.5,15879.0
26866,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.318254328798846,6592.0,25-34,30,57520,192.5,15879.0
26867,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.318254328798846,1500.0,25-34,30,57520,192.5,15879.0
26869,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.0707241072602764,6100.0,25-34,30,57520,192.5,15879.0
26870,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.0707241072602764,19862.0,25-34,30,57520,192.5,15879.0
26871,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.0707241072602764,4600.0,25-34,30,57520,192.5,15879.0
26872,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.0707241072602764,14512.0,25-34,30,57520,192.5,15879.0
26873,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.0707241072602764,1400.0,25-34,30,57520,192.5,15879.0
26874,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.698268054115413,6279.0,25-34,30,57520,192.5,15879.0
26875,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.698268054115413,5400.0,25-34,30,57520,192.5,15879.0
26876,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.698268054115413,3383.0,25-34,30,57520,192.5,15879.0
26877,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.698268054115413,3000.0,25-34,30,57520,192.5,15879.0
26878,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.698268054115413,2896.0,25-34,30,57520,192.5,15879.0
26879,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.698268054115413,2400.0,25-34,30,57520,192.5,15879.0
26905,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Male,7.010311867307229,7400.0,25-34,30,57520,192.5,15879.0
26907,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Male,7.010311867307229,4200.0,25-34,30,57520,192.5,15879.0
26908,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Male,7.010311867307229,16803.0,25-34,30,57520,192.5,15879.0
26909,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Male,7.010311867307229,3200.0,25-34,30,57520,192.5,15879.0
26916,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.317277766221235,12079.0,25-34,30,57520,192.5,15879.0
26917,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.317277766221235,7500.0,25-34,30,57520,192.5,15879.0
26918,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.317277766221235,9266.0,25-34,30,57520,192.5,15879.0
26919,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.317277766221235,5900.0,25-34,30,57520,192.5,15879.0
26920,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.317277766221235,2813.0,25-34,30,57520,192.5,15879.0
26921,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.317277766221235,1600.0,25-34,30,57520,192.5,15879.0
26929,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.186901020411631,11800.0,25-34,30,57520,192.5,15879.0
26930,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.186901020411631,11875.0,25-34,30,57520,192.5,15879.0
26931,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.186901020411631,6300.0,25-34,30,57520,192.5,15879.0
26932,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.186901020411631,11620.0,25-34,30,57520,192.5,15879.0
26933,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.186901020411631,5500.0,25-34,30,57520,192.5,15879.0
26959,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Male,6.55250788703459,17600.0,25-34,30,57520,192.5,15879.0
26961,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Male,6.55250788703459,8800.0,25-34,30,57520,192.5,15879.0
26963,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Male,6.55250788703459,8800.0,25-34,30,57520,192.5,15879.0
26970,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.68586094706836,17415.0,25-34,30,57520,192.5,15879.0
26971,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.68586094706836,11700.0,25-34,30,57520,192.5,15879.0
26972,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.68586094706836,12464.0,25-34,30,57520,192.5,15879.0
26973,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.68586094706836,9200.0,25-34,30,57520,192.5,15879.0
26974,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.68586094706836,4951.0,25-34,30,57520,192.5,15879.0
26975,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.68586094706836,2500.0,25-34,30,57520,192.5,15879.0
26983,2008,C15,Oesophagus,Cancers which can be caused by smoking,Male,7.972810784121404,22400.0,25-34,30,57520,192.5,15879.0
26985,2008,C15,Oesophagus,Cancers which can be caused by smoking,Male,7.972810784121404,16800.0,25-34,30,57520,192.5,15879.0
26986,2008,C15,Oesophagus,Cancers which can be caused by smoking,Male,7.972810784121404,9036.0,25-34,30,57520,192.5,15879.0
26987,2008,C15,Oesophagus,Cancers which can be caused by smoking,Male,7.972810784121404,5600.0,25-34,30,57520,192.5,15879.0
26998,2008,C67,Bladder,Cancers which can be caused by smoking,Male,7.170888478512505,19678.0,25-34,30,57520,192.5,15879.0
26999,2008,C67,Bladder,Cancers which can be caused by smoking,Male,7.170888478512505,6000.0,25-34,30,57520,192.5,15879.0
27000,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,12943.0,25-34,30,57520,192.5,15879.0
27001,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,3400.0,25-34,30,57520,192.5,15879.0
27002,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,8424.0,25-34,30,57520,192.5,15879.0
27003,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,3000.0,25-34,30,57520,192.5,15879.0
27004,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,4519.0,25-34,30,57520,192.5,15879.0
27005,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,400.0,25-34,30,57520,192.5,15879.0
27006,2008,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,21844.0,25-34,30,57520,192.5,15879.0
27007,2008,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,4900.0,25-34,30,57520,192.5,15879.0
27008,2008,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,15643.0,25-34,30,57520,192.5,15879.0
27009,2008,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,4100.0,25-34,30,57520,192.5,15879.0
27010,2008,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,6201.0,25-34,30,57520,192.5,15879.0
27011,2008,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,800.0,25-34,30,57520,192.5,15879.0
27012,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,22308.0,25-34,30,57520,192.5,15879.0
27013,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,5600.0,25-34,30,57520,192.5,15879.0
27014,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,11237.0,25-34,30,57520,192.5,15879.0
27015,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,2600.0,25-34,30,57520,192.5,15879.0
27016,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,11071.0,25-34,30,57520,192.5,15879.0
27017,2008,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,2900.0,25-34,30,57520,192.5,15879.0
27018,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.696667081526462,11588.0,25-34,30,57520,192.5,15879.0
27019,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.696667081526462,4200.0,25-34,30,57520,192.5,15879.0
27020,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.696667081526462,4996.0,25-34,30,57520,192.5,15879.0
27021,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.696667081526462,2700.0,25-34,30,57520,192.5,15879.0
27022,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.696667081526462,6592.0,25-34,30,57520,192.5,15879.0
27023,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.696667081526462,1500.0,25-34,30,57520,192.5,15879.0
27030,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,6279.0,25-34,30,57520,192.5,15879.0
27031,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,5400.0,25-34,30,57520,192.5,15879.0
27032,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,3383.0,25-34,30,57520,192.5,15879.0
27033,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,3000.0,25-34,30,57520,192.5,15879.0
27034,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,2896.0,25-34,30,57520,192.5,15879.0
27035,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,2400.0,25-34,30,57520,192.5,15879.0
27045,2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Male,7.8636512654486515,15000.0,25-34,30,57520,192.5,15879.0
27047,2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Male,7.8636512654486515,11000.0,25-34,30,57520,192.5,15879.0
27053,2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Male,7.496097345175956,12100.0,25-34,30,57520,192.5,15879.0
27067,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.601402334583733,15300.0,25-34,30,57520,192.5,15879.0
